x,y
20,20
12.817684173583984,13.035382270812988
5.565559387207031,6.143500328063965
-1.7671375274658203,-0.6625576019287109
-9.192449569702148,-7.367429733276367
-16.727680206298828,-13.94845199584961
-24.394939422607422,-20.37503433227539
-32.22508239746094,-26.601905822753906
-40.26287078857422,-32.55781555175781
-48.576904296875,-38.12029266357422
-57.27931213378906,-43.04827117919922
-66.55722045898438,-46.750816345214844
-76.4282455444336,-47.22840881347656
-83.34857177734375,-40.52686309814453
-85.03128051757812,-30.71649932861328
-84.4682846069336,-20.736148834228516
-82.8588638305664,-10.8643798828125
-80.63899993896484,-1.1102256774902344
-78.01295471191406,8.543045043945312
-75.09358978271484,18.11191189289093
-71.95079803466797,27.609914779663086
-68.63075256347656,37.047454833984375
-65.16573333740234,46.43280601501465
-61.57978057861328,55.772613525390625
-57.890655517578125,65.0721549987793
-54.335487365722656,74.42261123657227
-50.862884521484375,83.80520248413086
-47.36901092529297,93.17989349365234
-43.85469055175781,102.54698944091797
-40.316734313964844,111.90513610839844
-36.75465774536133,121.25415802001953
-33.167205810546875,130.59344482421875
-29.552581787109375,139.92227172851562
-25.909286499023438,149.2399139404297
-22.235687255859375,158.54563903808594
-18.529407501220703,167.83840942382812
-14.788139343261719,177.11717224121094
-11.009544372558594,186.3807830810547
-7.190769195556641,195.6278533935547
-3.328226089477539,204.85679626464844
0.5817413330078125,214.06573486328125
4.5428876876831055,223.2527313232422
8.561286926269531,232.41485595703125
12.641912937164307,241.54940795898438
16.79203701019287,250.65260314941406
21.020034790039062,259.7198791503906
25.33564329147339,268.7457275390625
29.752443313598633,277.7225646972656
34.28521537780762,286.64129638671875
38.95429229736328,295.48944091796875
43.78747367858887,304.2489318847656
48.82123947143555,312.89459228515625
54.108829498291016,321.3871154785156
60.29117202758789,329.2463684082031
66.88555908203125,336.76849365234375
73.9433479309082,343.8558654785156
81.66178131103516,350.2109375
90.3578872680664,355.1078186035156
100.1449966430664,356.5146789550781
108.79299926757812,351.8484802246094
114.32129669189453,343.5635986328125
117.82209777832031,334.2026062011719
120.17095184326172,324.48126220703125
121.79225158691406,314.6104431152344
122.90970611572266,304.66912841796875
123.65496063232422,294.69281005859375
124.11237335205078,284.6989440917969
124.33860778808594,274.6969909667969
124.37504577636719,264.692626953125
124.25125885009766,254.68885803222656
123.9908218383789,244.68777465820312
127.88641357421875,235.80853271484375
133.15548706054688,227.3038787841797
138.46243286132812,218.82281494140625
143.8083724975586,210.3662567138672
149.19602966308594,201.936279296875
154.6263885498047,193.53370666503906
160.10174560546875,185.1603240966797
165.62496948242188,176.81857299804688
171.1971893310547,168.50936889648438
176.82138061523438,160.23524475097656
182.50112915039062,151.9993133544922
188.2388153076172,143.803466796875
194.0377655029297,135.6509780883789
199.9018096923828,127.54512023925781
205.83494567871094,119.48971557617188
211.8414764404297,111.48892211914062
217.9261016845703,103.54729461669922
224.09471130371094,95.67073059082031
230.352783203125,87.86518096923828
236.70748901367188,80.13797378540039
243.16641235351562,72.4977798461914
249.73794555664062,64.95426177978516
256.4319305419922,57.51912307739258
263.2593688964844,50.206424713134766
270.2332000732422,43.033220291137695
277.3674011230469,36.019737243652344
284.6795654296875,29.191824913024902
292.1883850097656,22.581087827682495
299.91619873046875,16.22798728942871
307.8886413574219,10.184976577758789
316.13336181640625,4.519887924194336
324.6806335449219,-0.6766853332519531
333.5594482421875,-5.282453536987305
342.78912353515625,-9.133749008178711
352.3644714355469,-12.014175415039062
362.2254333496094,-13.653526306152344
372.21783447265625,-13.761001586914062
382.0713806152344,-12.112537384033203
391.4495544433594,-8.669401168823242
400.0733947753906,-3.621063232421875
407.81158447265625,2.7069339752197266
414.6708984375,9.982314109802246
420.7330017089844,17.936474084854126
426.10284423828125,26.374996185302734
430.8809509277344,35.16309070587158
435.1551208496094,44.20754051208496
438.9976806640625,53.44393539428711
442.46917724609375,62.82634353637695
445.617919921875,72.32193756103516
448.48431396484375,81.90675735473633
451.101806640625,91.56268310546875
453.4974670410156,101.27603149414062
455.6952209472656,111.03623962402344
457.7145080566406,120.83454895019531
459.5718688964844,130.66513061523438
461.2823181152344,140.5224838256836
462.8580322265625,150.40216064453125
464.33599853515625,160.2970733642578
465.7354736328125,170.2032012939453
467.05059814453125,180.12091064453125
468.2731628417969,190.05050659179688
469.396484375,199.99188232421875
470.4112548828125,209.94483947753906
471.3069763183594,219.90921020507812
472.0718994140625,229.8843536376953
472.69110107421875,239.86973571777344
473.147705078125,249.86375427246094
473.4218444824219,259.86451721191406
473.48883056640625,269.8686981201172
473.318359375,279.8714599609375
472.8736267089844,289.8658447265625
472.1072692871094,299.84063720703125
470.9579772949219,309.7782897949219
469.34625244140625,319.6510009765625
467.1658020019531,329.4131774902344
464.273681640625,338.9876403808594
460.4769287109375,348.23834228515625
455.53204345703125,356.925048828125
449.1820373535156,364.6353759765625
441.3082275390625,370.7677917480469
432.1568908691406,374.7428894042969
422.3124084472656,376.4032897949219
412.3261413574219,376.072509765625
402.4996337890625,374.2315979003906
392.941162109375,371.2904968261719
383.66839599609375,367.5411071777344
374.66387939453125,363.18402099609375
365.90142822265625,358.3578186035156
357.3538513183594,353.1595764160156
348.99700927734375,347.65997314453125
