x,y
1069.3265380859375,397.1742858886719
1073.4853515625,405.0669860839844
1073.5963134765625,406.4048767089844
1068.2437744140625,397.9598388671875
1066.310791015625,394.689453125
1061.0631103515625,389.479248046875
1052.2021484375,387.7610778808594
1051.30078125,381.3802795410156
1052.2823486328125,378.41912841796875
1059.9088134765625,379.3868408203125
1067.567138671875,379.6896057128906
1059.72802734375,375.92657470703125
1049.583251953125,386.56134033203125
1040.2817993164062,382.86480712890625
1030.9963989257812,379.1287841796875
1021.6685180664062,375.4994201660156
1012.3649291992188,371.80889892578125
1003.08544921875,368.0575256347656
993.7948608398438,364.3338317871094
984.4884033203125,360.64990234375
975.1819458007812,356.9659423828125
965.8661499023438,353.3058776855469
956.5196533203125,349.73492431640625
947.3497924804688,345.8785400390625
953.8362426757812,348.9746398925781
944.0181274414062,346.80218505859375
934.8818969726562,343.1590881347656
926.4793701171875,337.975341796875
917.240478515625,334.0148620605469
908.6514282226562,331.4959411621094
917.4070434570312,335.8725891113281
926.7865600585938,339.4975891113281
934.66357421875,345.3192443847656
944.142333984375,348.37030029296875
953.9790649414062,350.4565734863281
908.8616333007812,330.53607177734375
899.3736572265625,326.7598876953125
889.8982543945312,322.9520568847656
880.37109375,319.27587890625
870.90576171875,315.4429931640625
861.4462890625,311.5957336425781
851.9994506835938,307.717529296875
842.5110473632812,303.9432373046875
832.9971923828125,300.2326354980469
823.567138671875,296.313720703125
814.1256103515625,292.4226379394531
804.6719360351562,288.56109619140625
796.7879638671875,287.8648681640625
797.4248657226562,285.5772399902344
788.3433227539062,281.8508605957031
779.2271118164062,278.2097473144531
774.2264404296875,271.8193054199219
774.597900390625,262.0099182128906
775.0838623046875,252.2064666748047
776.5864868164062,242.52532958984375
779.7254638671875,233.26145935058594
783.7208862304688,224.29490661621094
787.7162475585938,215.32835388183594
791.884765625,206.46539306640625
797.8977661132812,198.70614624023438
803.9107666015625,190.94688415527344
809.9237670898438,183.1876220703125
815.9247436523438,175.41908264160156
820.5977172851562,166.91648864746094
822.0289916992188,157.22926330566406
823.14208984375,147.47613525390625
824.2548828125,137.72299194335938
826.0986938476562,128.75846099853516
825.2738037109375,128.78997802734375
826.49853515625,118.86280822753906
827.7559814453125,108.93958282470703
829.013427734375,99.01634979248047
826.3933715820312,91.25469207763672
829.8001708984375,92.80734252929688
831.0042114257812,83.3014144897461
825.2344360351562,78.25510787963867
816.1397094726562,75.23878479003906
807.0449829101562,72.22246170043945
831.4638061523438,80.32110977172852
834.4618530273438,70.46054077148438
837.7108154296875,60.670841217041016
840.8421020507812,50.84269714355469
843.8715209960938,40.98573112487793
852.787841796875,39.87565040588379
863.0799560546875,40.560983657836914
873.3751220703125,41.19891548156738
883.6702880859375,41.83684730529785
892.0016479492188,44.16381645202637
890.8703002929688,54.4164924621582
892.1958618164062,42.404083251953125
898.90966796875,45.842294692993164
898.0808715820312,56.02534103393555
899.1685791015625,42.66097068786621
900.3123779296875,33.13124942779541
897.9821166992188,25.658093452453613
900.4636840820312,26.521151542663574
909.6018676757812,26.918049812316895
918.8311767578125,28.18242835998535
901.1062622070312,26.02131414413452
901.4633178710938,24.52176856994629
911.4170532226562,25.716004371643066
921.375,26.88225555419922
930.443603515625,30.914389610290527
935.0626831054688,39.60573387145996
939.4617309570312,48.56534004211426
945.7654418945312,56.36256790161133
951.4526977539062,54.02107238769531
958.1549682617188,49.074527740478516
966.2431030273438,54.99663162231445
974.3143310546875,60.945858001708984
982.294921875,66.9957046508789
990.5536499023438,72.6817626953125
996.51171875,79.96623229980469
997.6235961914062,70.5497055053711
990.6826171875,64.14619445800781
988.5130004882812,55.308834075927734
996.4012451171875,58.007877349853516
997.9281005859375,48.452531814575195
997.9801635742188,40.58105278015137
1001.3024291992188,32.665268898010254
1010.0492553710938,31.615235328674316
1019.9102172851562,33.031813621520996
1029.7711791992188,34.44839286804199
1036.4447021484375,28.95570945739746
1045.35400390625,26.74143695831299
1054.471435546875,30.755990028381348
1063.5029296875,34.95882797241211
1071.2099609375,38.37406921386719
1070.2310791015625,48.28274154663086
1079.5555419921875,48.71998977661133
1089.5059814453125,48.835458755493164
1098.8544921875,49.45651054382324
1098.9422607421875,59.418296813964844
1098.855224609375,69.37777709960938
1106.7772216796875,73.93562316894531
1113.766357421875,75.62607955932617
1123.2808837890625,78.57873153686523
1131.931884765625,79.66941833496094
1135.288818359375,70.28987884521484
1138.6458740234375,60.910343170166016
1130.33837890625,57.50448989868164
1120.7655029296875,54.74665069580078
1131.4473876953125,81.0229721069336
1140.8980712890625,84.12291717529297
1149.5467529296875,87.65430450439453
1152.59130859375,78.47925186157227
